title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Hiyou Pursuit: Successor,2015,TV-14,N/A,"Animation, Action, Comedy",N/A,N/A,"Tasuku Hatanaka, Rikiya Koyama",N/A,N/A,N/A,N/A,N/A,N/A,tt5079044,N/A
Zero Percent,2016,N/A,N/A,"Short, Action, Horror",Alexzander Rogers,Alexzander Rogers,"Lisa Ruth Andreozzi, Kaile Blea, Diana Brest",Dr.Dawn is one of the world's leading scientist who helped create a anti-hypothermic vaccine. This vaccine is proposed to instantly prevent/cure the common cold and flu. Instead it begin infecting those who took it. After a long day of work Dr.Dawn arrives home to his wife and kids. Two strangers knock on his door in need of help. After offering to help he will later regret letting them in.,English,United States,N/A,N/A,31,tt5079062,N/A
Boffins,1993–,N/A,10 min,"Animation, Family",N/A,N/A,"Deborah Kennedy, Peter Browne, Kirsty McGregor","Boffins follows the adventures of four tiny furry alien-like creatures known as Boffins, who spend their days in kitchen cupboards and surrounding areas, trying to discover the science behind how the world works, Madame Curie and Aristotle are very close to some of the answers, but Newton and Echo, the young boffins from the house next door are only interested in having fun.",English,Australia,N/A,N/A,N/A,tt5079078,N/A
Brother Bear,2003,N/A,N/A,"Adventure, Comedy, Fantasy",N/A,N/A,"Paul Christie, Michael Clarke Duncan, Josh Keaton, Danny Mastrogiorgio",Kenai needs Koda to lead him to the Mountains where the lights touch the earth in order to turn back into a human.,English,USA,N/A,N/A,N/A,tt5079092,N/A
Be Prepared to Stop,2017,N/A,62 min,Documentary,"Jennifer Clymer, Marijane Miller",Marijane Miller,"Chad Brown, Yvette Nicole Brown, Anthony Cobb","BE PREPARED TO STOP is a documentary about our love of and absolute dependence on the great American highway. We rely on those roads and the countless big rigs rolling down them to supply us with just about everything we use every day. But this round-the-clock lifeline has become so entrenched in our daily routines, we don't even notice it any more. Now that neglect is reaching a crisis point. Roads and bridges are failing; safety concerns are mounting; skilled drivers are retiring; government is at a standstill. In order to raise awareness about the impact the impending breakdown will have on all our lives, BE PREPARED TO STOP aims to not only explain the issues but also to energize stakeholders to push for solutions that will improve the current situation and build towards a secure future.",English,United States,N/A,7.9,13,tt5079096,N/A
Shaded,2015,N/A,N/A,Comedy,N/A,Jordan Black,"Jordan Black, Patty Guggenheim, Gary Anthony Williams",N/A,English,United States,N/A,N/A,8,tt5079102,N/A
Re-Kan!,2015,TV-14,N/A,"Animation, Comedy, Fantasy",N/A,N/A,"Ibuki Kido, Miku Itou, Riho Iida",High school girl Hibiki Amami has a sixth sense for spirits which kept her lonely as a child. Will it be different now that she's transferred to a new school?,Japanese,Japan,N/A,4.9,71,tt5079104,N/A
What's Your First Movie in a Movie Theater?,2015,N/A,1 min,Talk-Show,Keith Simanton,Keith Simanton,"Keith Simanton, Elizabeth Banks, Don Cheadle, Lily Collins",IMDb's Senior Film Editor Keith Simanton asks stars about the first movie they remember seeing in a movie theater.,N/A,N/A,N/A,8.7,13,tt5079106,N/A
Foggy Road,2015,N/A,91 min,Drama,Bahador Asadi,Farhad Naghdali,"Morteza Kazemi, Ramtin Khodapanahi, Asha Mehrabi","Ahad , older brother's family under the pretext of the anniversary of the death of his mother, his family took mother's house in the north. He realizes that the sisters are suffering and disruption in their lives and trying to help them and their families an excuse to keep together, but at the same time an incident occurs .",Persian,Iran,N/A,7.0,214,tt5079110,N/A
The Harpies,1987,N/A,37 min,"Short, Horror",Fabio Salerno,Fabio Salerno,"Francesco Rinaldi, Paola Bechis, Roberta Schiarea",N/A,Italian,Italy,N/A,N/A,33,tt5079126,N/A
Subject 15,2015,N/A,3 min,"Short, Sci-Fi",Rory Klein,Rory Klein,"Chester Hill, Gus Jansen, Sage Klein","Subject 15 wakes up in a science lab after getting hit by a car. A scientist comes in and informs him that nothing that he knows is real. His world was just one of many false universes created to test out. In the real world, there is never ending war, and the scientists hope that by creating many universes with different circumstances, they can turn their world into a utopia. Subject 15's only options after exiting the test are to work with the scientists, or to have his memory wiped and to try out a new world.",English,United States,N/A,8.7,8,tt5079134,N/A
"Teros, sueño mundial",2015,N/A,N/A,Documentary,Luis Ara,Luis Ara,"Ben Alexander, Dave Attwood, Stuart Lancaster","Teros, sueño mundial is an uruguayan documentary film released in August 2015 that deals with the campaign of the Uruguayan rugby team, nicknamed ""Los Teros"", during the qualification for the 2015 Rugby World Cup, and the amateur character of its players, which contrasts with the professionalism of its group rivals. The team of the uruguayan rugby team is composed of students and professionals from different areas, amateurs in sports, but who train as professionals. After great effort, they managed to qualify for the 2015 Rugby World Cup, which took place in England. The documentary tells how these amateurs preserved in the challenge of facing the best in the world their values of humility and sacrifice. Through this story, the athletes of Los Teros are accompanied in their daily training to reach the 2015 World Cup. The objective of this documentary is to highlight the values that rugby proclaims: friendship, loyalty, companionship, humility, sacrifice. Currently, rugby is an example of how, despite being a professional sport, it maintains the values mentioned and its unique traditions, as is the third time. The fact that the national team of a country can access a world cup even if it is amateur is a clear sign that in this sport, and in life, everything is possible. Friendship, sacrifice, giving everything for a partner and a dream, is the living history of this selected.",English,Uruguay,N/A,N/A,38,tt5079152,N/A
Fear Feeders,2016,TV-14,42 min,"Documentary, Horror, Mystery",David Haycox,Joe Amodio,"Kate Baldwin, Calvin Brown, Alicja Cackowska-Brame",After his divorce Al found himself in need of a new beginning and a new home. What he found was something for which he could have never prepared. What started off as faint voices and soft footsteps soon escalated into a 24-hour vi...,N/A,N/A,N/A,N/A,16,tt5079156,N/A
Following Diana,2015,N/A,40 min,"Short, Drama",Kamila Andini,Kamila Andini,"Raihaanun, Tanta Ginting, Panji Rafenda Putra","One night, Diana's husband presents her with a chart that reveals his shocking plan to share the little family with another woman.",Indonesian,Indonesia,N/A,7.2,78,tt5079162,N/A
Class Act,2015–,N/A,18 min,"Short, Comedy, Drama",N/A,N/A,"Erin Áine, Christina Rose, Jaidan Jiron","Jamie Prescott, a 22 year-old ""over the hill"" child actress who has been acting since she was 6 years old; decides enough is enough rescuing Ariel, a young actress, from 'Zelda' the evil casting director. And in so doing Jamie sets herself and her friends Holly, Tony and Fritz on a path which leads them straight into starting an acting class. Singing, acting, shenanigans and DRAMA follow!",English,United States,N/A,N/A,8,tt5079164,N/A
Episode dated 2 October 2015,2015,N/A,34 min,Comedy,N/A,N/A,"Oliver Welke, Christian Ehring, Gregor Gysi, Hans-Joachim Heist",N/A,N/A,N/A,N/A,N/A,N/A,tt5079168,N/A
If Kanye Were President,2015,TV-14,N/A,"Comedy, Fantasy, Sci-Fi",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt5079176,N/A
The Kennedys,2015,N/A,30 min,Comedy,N/A,N/A,"Katherine Parkinson, Dan Renton Skinner, Lucy Hutchinson",The Kennedy family move to the New Town of Stevenage and are excited at the prospect of being considered middle-class.,English,United Kingdom,N/A,7.2,758,tt5079178,N/A
Venus Part 2,2015,N/A,65 min,"Crime, Fantasy, Mystery",Cheol Woo Kang,N/A,"Ji-Ho Oh, Jun Hyo-Seong, Yeon-joo Ha",Cheo-yong and the team try to track down the killer before he can finish his collection.,Korean,South Korea,N/A,N/A,5,tt5079202,N/A
"Here's to You, Canada... Cheers",2015,N/A,N/A,"Game-Show, Reality-TV",Rob Brunner,Rob Brunner,"Jon Montgomery, Michaela Altamuro, Brian Boyd",The final three teams race to Vancouver and Whistler and face with the most terrifying challenge ever.,English,Canada,N/A,N/A,12,tt5079280,N/A
The Waiter,2014–,N/A,N/A,"Comedy, Horror",N/A,N/A,"Miki Loma, Emilio Moya, Marc Velasco",N/A,Spanish,Spain,N/A,9.3,18,tt5079346,N/A
Reality Queen!,2020,N/A,84 min,Comedy,Steven Jay Bernheim,"Steven Jay Bernheim, Schuyler Brumley, Chris Cobb","Julia Faye West, Denise Richards, Mike Tyson","Reality Queen is a comedy centering on the life of a Paris Hilton-esque heiress named London who is struggling to regain fame after being pushed out of the limelight by three Kardashian-type sisters, ""The Kims."" London's life is a self-indulgent maelstrom of product endorsements, talent managers, pet psychics, private jets, fashion shows, yachts, and a celebrity posse. Despite her wackiness, she ultimately returns to the top of the heap. This parody of America's infatuation with fame raises the question: Are these celebs-for-no-reason marketing geniuses, or are they just the accidental beneficiaries of the stupidity of the American public?",English,United States,N/A,3.2,318,tt5079362,7
Froning: The Fittest Man in History,2015,PG,99 min,Documentary,Heber Cannon,"Heber Cannon, Charlie Dube, Sean Woodland","Rich Froning, Dan Bailey, Dave Castro","Rich Froning Jr. is a legend in CrossFit and the Sport of Fitness. In this biopic, take a look at his childhood, follow his quest for a fourth CrossFit Games title, and see him as a son, a husband and a new father.",English,United States,N/A,6.6,"1,301",tt5079382,N/A
Strangers at the Door,2017,N/A,87 min,"Action, Crime, Drama",Rogelio Salinas III,Rogelio Salinas III,"Manuel Garcia, William Ofoegbu, Jeremy Hayden","A family's peaceful evening takes a horrifying turn when three men in masks and hoods break into their house and take them hostage. When they offer the home invaders to take anything they want, one of them reveals the true reason their house was chosen.",English,United States,1 win,3.5,121,tt5079452,N/A
The Fourth Generation,2015,N/A,110 min,Comedy,Ahmad Nader Galal,"Mohamed Amin, Mohamed Ismail Amin, Andeel","Ahmed Malek, Layla Fawzy, Hassan Hosny",The Story is About Four High School Friends. They Run Into Lots of Problems and Adventures Throughout the Movie to Bring Back Something They Lost.,Arabic,Egypt,N/A,5.9,316,tt5079490,N/A
Down for the Count,2016,TV-14,42 min,"Drama, Horror, Romance",Don McCutcheon,"Sherri Cooper-Landsman, Jennifer Levin, Ron Koslow","Kristin Kreuk, Jay Ryan, Austin Basis","While attempting to be normal newlyweds, Cat and Vincent grapple with how to overcome the danger lurking. They find themselves in the fight of their lives when their happiness becomes jeopardized.",English,N/A,N/A,N/A,267,tt5079552,N/A
Draugr,2015,N/A,4 min,"Short, Music",Reinert Kiil,Reinert Kiil,"Silje Hagrim Dahl, Espen Edvartsen, Tommy Gomez",N/A,"Norse, Old",Norway,N/A,N/A,13,tt5079560,N/A
Smooth Move,2015,TV-PG,21 min,"Action, Crime, Reality-TV",N/A,N/A,"Benjamin Caldwell, Chad Elliot, Andrew Fincher",A suspected copper thief plays dumb when the cops catch up to him. A jittery cyclist tries to get away with a slippery maneuver. A couple takes their bout of domestic violence to the streets.,N/A,N/A,N/A,N/A,11,tt5079562,N/A
Pants Party,2015,TV-PG,21 min,"Action, Crime, Reality-TV",Gabriel Knight,N/A,N/A,A reckless driver tries to bail out of a checkpoint but outmaneuvers himself instead. Fingers are pointed fast when cops interview a peculiar group of people. Deputies have to do a little digging to get to the bottom of things.,N/A,N/A,N/A,N/A,9,tt5079572,N/A
Catalunya Experience,2015–,TV-PG,N/A,Documentary,N/A,N/A,"Ivana Miño, Nigel Planer, Sergi López","A unique travel experience through the region of Catalunya in Spain as host Ivana Miño takes guests from around the world on a once in a lifetime experience. Guests include a Korean TV presenter, a South African travel blogger, a Dutch nature photographer, an instagrammer, a London actor, a French museum specialist, an American film producer and more...","Catalan, English",Spain,N/A,7.4,8,tt5079602,N/A
You're Gonna Miss Me,2017,N/A,88 min,Comedy,Dustin Rikert,"Eric Brooks, Dustin Rikert, William Shockley","Sol Rodriguez, John Schneider, Eric Roberts","When country music legend Colt Montana suddenly dies, his 2 estranged sons return to the fold, and pay their respects. But before either son can claim the (generous) inheritance, they'll have to fulfill their fathers' last wish; reconnecting with their family by enduring a challenging road trip..",English,United States,N/A,3.2,166,tt5079608,N/A
Siempreviva,2015,R,111 min,Drama,Klych López,"Manuel Arias, Klych López, Clara María Ochoa","Alejandro Aguilar, Fernando Arévalo, Enrique Carriazo","The economy is not doing well and in a few months Lucia will lose the mortgaged house where she lives with her two children, Mr. Carlos the owner of the Second-hand store, Sergio, Clown by day, waiter by night, and his wife Victoria. Julieta, the youngest child, is the family's salvation. She just graduated from law school when, on the morning of November 6, 1985, she leaves for her job at the Palace of Justice and never returns. There are witnesses that claim to have seen her alive after the Palace burned down after the Guerilla attack, the habitants lives of the house won't be the same. Based on true events in Colombia, 1985.",Spanish,Colombia,4 wins & 2 nominations,7.3,250,tt5079620,N/A
The Secret Tapes of the O.J. Case: The Untold Story,2015,TV-14,84 min,"Documentary, Crime",Charles Braverman,N/A,"O.J. Simpson, Robert Kardashian, Kris Jenner","In 1994, O.J. Simpson - beloved athlete, movie star, spokesperson, and American hero - was charged for the brutal double murder of his ex-wife Nicole Brown Simpson and her friend Ron Goldman. Although ultimately acquitted on Oct 3, 1994, Simpson was the most famous American ever charged with murder and many - despite the ""mountain of evidence"" - had trouble believing that it could be true. But there was a dark side to O.J. Simpson that most people didn't know. Now for the first time, new interviews with many of O.J. and Nicole's closest friends - including Kris Jenner, Keith Zlomsowitch (Nicole's ex-boyfriend), Robin Greer (a close friend of Nicole's), Joe Kolkowitz (talent agent and member of O.J.'s inner circle), and Fred Levinson (longtime friend of O.J.'s who witnessed his womanizing and controlling behavior) - reveal Simpson's Jekyll and Hyde persona. Through these intimate revelations the portrait of a domineering narcissist emerges, one prone to lies, self-deception, psychological abuse, and domestic violence. The Secret Tapes of the O.J. Case: The Untold Story uses an unprecedented collection of exclusive audio and visual materials, most of which have never been broadcast. Highlights include a suicidal-sounding audio recording made by Simpson shortly before the infamous Bronco chase; deposition testimony of O.J. Simpson being caught in a web of lies while under oath; excerpts from Nicole Simpson's diaries and never before heard audio recordings of O.J.'s now deceased close friend Robert Kardashian (Kris Jenner's ex-husband) who stood by him throughout the ""Trial of the Century"" as his attorney and confidante only to be left with nagging doubt. Who was this man he thought he knew?",English,United States,N/A,6.9,63,tt5079672,N/A
O.J. Speaks: The Hidden Tapes,2015,TV-14,86 min,"Documentary, Crime",N/A,Tom Jennings,"O.J. Simpson, Daniel Petrocelli, Fred Goldman","Through exclusive access to O.J. extensive deposition testimony, and exclusive interviews with the key insiders, O.J. SPEAKS tells the story of what it took to finally bring O.J. down. When O.J. Simpson was found not guilty of murder in a Los Angeles criminal court in October 1995 - at the end of the notorious ""Trial of the Century"" - families of the victims thought all hope of getting justice was lost. For Fred Goldman, father of murder victim Ron Goldman, the verdict was especially tough. But from their grief, Fred and his daughter Kim, found another avenue to pursue Simpson. They would join the family of Nicole Brown Simpson in filing a civil lawsuit for the wrongful deaths of Ron and Nicole. Even though a verdict in the Goldman's favor would not put Simpson behind bars, it would be what the family wanted more than anything else - for a court of law to hold the former NFL star responsible for the slayings. Fred and Kim knew they were in over their heads in the legal morass of a civil suit, so they began their search for the right attorney to help them pursue justice. By luck, they stumbled across Dan Petrocelli, a terrific civil lawyer, but one who had never tried anything close to a wrongful death case. The Goldmans believed in Petrocelli's passion and decided he was the right person to go after Simpson. Petrocelli told Fred and Kim that there was one major difference between a criminal case and a civil case. In a criminal case, Simpson did not have to testify. In a civil lawsuit the rules were different. Simpson would, for the first time, have to answer questions under oath about his possible involvement in the double homicide. Under the harsh and unrelenting questioning of Daniel Petrocelli, Simpson's own words revealed an O.J. Simpson who had woven a web of lies and who clearly believed that he was above the law. Told through Simpson's own words in his deposition tapes, this is the story of how the Goldman family and their unlikely choice for an attorney took on one of the nation's biggest celebrities, forced him to talk about his possible involvement in the killings, and dragged him into a different kind of trial - one which Fred Goldman described as being about the law and not about theatrics. It was a trial in which celebrity had no currency - a trial in which O.J.'s own words ultimately proved his responsibility for the double murder finally bringing justice to Fred Goldman and the Brown family.",English,United States,N/A,6.7,91,tt5079674,N/A
Rooster Teeth: Entertainment System,2015–,N/A,N/A,Comedy,N/A,N/A,"Colton Dunn, Kevin Manwarren, Michael Daniel Cassady",N/A,English,United States,N/A,N/A,22,tt5079716,N/A
Normandy Bitch,2016,TV-MA,42 min,"Crime, Drama, Mystery",Jesse Bochco,"Steven Bochco, Eric Lodal, Jonathan Abrahams","Taye Diggs, Kathleen Robertson, Ian Anthony Dale",Season three kicks off for Homicide Inspectors Terry English and Hildy Mulligan when an all-star quarterback is murdered in the middle of a crowded club in front of his pop star girlfriend. D.A. Mario Siletti and his wife are invo...,N/A,N/A,N/A,N/A,128,tt5079722,N/A
The Assignment,2016,N/A,N/A,Comedy,N/A,"Ryan Burton (creator), Patrick Flanagan","Ryan Burton, Lorie Barber, Zach McCullough, Ariana Santana","Benjamin, a young intern at a Magazine firm, is set on an assignment by his boss to go on a date every night for a month for a new article.",N/A,N/A,N/A,N/A,N/A,tt5079764,N/A
Enough of This,2015,N/A,N/A,"Comedy, Reality-TV",N/A,Tyler Perry,"Jonathan Chase, Leigh-Ann Rose",Danny must deal with how his friends and family feel about his wife.,N/A,N/A,N/A,N/A,N/A,tt5079784,N/A
Class,2016,TV-14,1 min,"Drama, Sci-Fi",N/A,N/A,"Katherine Kelly, Greg Austin, Jordan Renzo","The sixth formers of Coal Hill Academy all have their own secrets and desires. They have to deal with the stresses of everyday life including friends, parents, school work, sex, and sorrow, but also the horrors that come from time travel.",English,United Kingdom,N/A,6.8,"4,652",tt5079788,N/A
Rush to Judgment,2015,TV-14,43 min,"Crime, Drama, Mystery",Peter Werner,"Robin Green, Mitchell Burgess, Peter Blauner","Donnie Wahlberg, Bridget Moynahan, Will Estes",Camera footage appears to show Jamie committing police brutality at a demonstration; a civil rights attorney claims a rape case includes drummed up charges.,English,United States,N/A,7.8,441,tt5079814,N/A
Dad Out West,2015,N/A,174 min,Adult,Tim Kincaid,Tim Kincaid,"Mark De Marko, Mike Gaite, Conner Habib, Christian Mitchell",N/A,English,USA,N/A,N/A,N/A,tt5079832,N/A
Neon Genesis: Impacts,2015,N/A,7 min,"Animation, Short, Action",Yuhei Sakuragi,"Hideaki Anno, Yuhei Sakuragi",Megumi Hayashibara,"Haruka Ishii, Izumi Taniguchi and Ayako Matsuzawa. The three girls are students at Tokyo-3 Municipal Middle School and are active on Nico Nama (Nico Nico Douga's live service) under the group name Impacts. But when Ayako leaves to...",Japanese,Japan,N/A,6.1,55,tt5079844,N/A
Unfiltered with Renee Young,2015–,N/A,N/A,Talk-Show,N/A,N/A,"Renee Paquette, Danielle Moinet, Ron Killings",N/A,English,United States,N/A,6.9,35,tt5079852,N/A
Vellaiya Irukiravan Poi Solla Maatan,2015,N/A,127 min,Comedy,A.L. Abanindran,A.L. Abanindran,"Praveen Kumar, Shalini Vadnikatti, Karthik Kumar","The film is a humorous take on the prevalent prejudices in society. The story is of a young IT professional, Karthick, who needs urgent money to take care of his ailing father who has been diagnosed with cancer. He approaches a loan shark to take care of this need, when he is unable to pay the money back on time, the loan shark threatens to take away his wife. To repay this loan Karthik resorts to unconventional methods of making this money. This sets off a chain of events that result in hilarious and sticky situations. Through these events we come to know how society judges or rather misjudges people and that situations and people are not always what they seem.",Tamil,India,N/A,6.8,94,tt5079858,N/A
Love Me If You Dare,2015–2016,N/A,N/A,"Crime, Romance, Thriller",N/A,N/A,"Wallace Huo, Sichun Ma, Zheng Yin","Simon is a criminal profiler from the US who returns to China. He hires Jenny to help him with his work, and they fall in love. But a serial-killer stalker is leaving calling cards for Simon in other killers' crime scenes.",Mandarin,China,3 wins & 3 nominations,7.3,772,tt5079866,N/A
Chundadi Ni Laaj,2000,N/A,N/A,Drama,Keshav Rathod,N/A,"Rajni Bala, Aruna Irani, Firoz Irani",N/A,Gujarati,India,N/A,N/A,24,tt5079992,N/A
"OK, il prezzo è giusto!",1983–2001,N/A,N/A,"Family, Game-Show",N/A,Fatma Ruffini,"Gigi Sabani, Iva Zanicchi, Emanuela Folliero","This has been the Italian version of the popular USA game show of the same name, in which competitors guess the prices of featured products in order to win them. With its more than 3,430 episodes this program has been the second longest running game show in the history of Italian television, surpassed only by La ruota della fortuna (1987) added to La ruota della fortuna (2007).",Italian,Italy,2 wins,N/A,5,tt5079994,N/A
The Mystery of the Pink Dolphin,2015,PG,52 min,Documentary,Eric Ellena,Nicolas Bazeille,Cristelle Ledroit,"Hiding in a narrow branch of a river, deep within the Amazon rain forest, is a strange animal that one wouldn't expect to find here, thousands of kilometers away from the ocean: the Pink River Dolphin, one of the most mysterious and extraordinary species of the animal kingdom. Where does it come from? How different is it from other dolphins? How was it able to adapt to this lush, tropical rain forest environment? Are they descendants of a marine species, or do they belong to an entirely separate lineage born in ancient times? Scientists have been struggling to reconstruct the evolutionary course of this long overlooked creature. Now thanks to a recent discovery, they are finally able to retrace its origins and its incredible adaptation that has spanned over 25 million years. Join them on this remarkable scientific adventure as they unravel the mystery of the pink dolphin...","French, English, Portuguese, Dutch","France, Brazil",N/A,7.6,24,tt5079996,N/A
The Nature of Things: The Allergy Fix,2014,N/A,46 min,Documentary,Bruce Mohun,N/A,David Suzuki,"As childhood food allergies are on the rise, some new research is useful in testing some old theories about treatment. David Suziki, the renowned Canadian Scientist investigates.",English,Canada,N/A,N/A,7,tt5080012,N/A
The Nature of Things: The Antibiotic Hunters,2015,N/A,46 min,Documentary,Bruce Mohun,N/A,David Suzuki,"Dr. David Suzuki explains how anti-biotics have been over prescribed for decades and it has led to the fact that now there are bacterial infections that are resistant to them, and people are dying by the thousands.",English,Canada,N/A,7.4,9,tt5080032,N/A
The Tangle,2019,N/A,99 min,"Mystery, Sci-Fi",Christopher Soren Kelly,Christopher Soren Kelly,"Joshua Bitton, Christopher Soren Kelly, Jessica Graham","Set in a near future in which the Tangle connects everyone to everything via hard drives in the brain, a group of government agents try to protect humanity from within hidden technology saferooms, rooms the Tangle cannot reach.",English,United States,6 wins & 9 nominations total,4.3,875,tt5080046,N/A
Vepsestikk & Ungdomsfest,2015,N/A,N/A,Comedy,Simen Alsvik,"Simen Alsvik, Lars Gudmestad, Kristin Skogheim","Kasper Antonsen, Marius Edwardsen, Trond Fausa",N/A,N/A,N/A,N/A,N/A,9,tt5080072,N/A
Patries: Homelands,2015,Not Rated,117 min,Drama,Cheyenne Carron,Cheyenne Carron,"Jackee Toto, Augustin Raguenet, Balla Gagny Diop","A strong tale of racial integration, two different stories of young men who both are looking for a land to put their roots down.",French,France,N/A,7.2,16,tt5080074,N/A
The Marvel Experience,2014,N/A,240 min,"Animation, Action, Adventure","Benjamin Hoyt, Jerry Rees","Mike Bundlie, Todd Edwards, Timothy Hooten","Laura Bailey, Steve Blum, Corey Burton","After a Super Adaptoid breaks into the S.H.I.E.L.D. Helicarrier, it fakes its destruction. S.H.I.E.L.D and the superheroes enlist recruits to help determine what was stolen before Hydra and AIM can team up to take over the world.",English,United States,N/A,5.9,76,tt5080076,N/A
Film Is Not a Sausage: Borowczyk and the Short Film,2014,N/A,28 min,Short,Daniel Bird,Daniel Bird,"Walerian Borowczyk, Dominique Duvergé, André Heinrich",N/A,English,United Kingdom,N/A,N/A,7,tt5080084,N/A
Cavalcade of Variety,1940,N/A,70 min,"Comedy, Music, Musical",Thomas Bentley,N/A,"Billy Cotton, Eve Becke, The Four Air Aces","Just as film students in the emergent Soviet Union were forced by the lack of raw film stock to cannibalise old movies to practice upon, so F.W.Baker, head of production at Butcher's Films here rose to the wartime challenge twenty years later of providing 'new' product for cinemas by occasionally cutting from a few pre-War variety acts strung together to footage shot by veteran director Thomas Bentley of ventriloquist Peter Brough sharing a 'gox' at the theatre with his dummy Jimmy where this is supposedly being staged.Billy Cotton looks almost the same age as I remember him on TV nearly thirty years later. Despite a fleeting topical reference by Brough to the invasion of Holland (""I expect they'll be freed soon"") the age of the material being used is betrayed by the thirties hairstyles worn by most of the young women on stage being ogled by Jimmy.",English,United Kingdom,N/A,4.3,27,tt5080094,N/A
Crew's All In,2015,TV-PG,62 min,Reality-TV,Rich Kim,N/A,"Heidi Klum, Tim Gunn, Zac Posen",The designers must makeover real women from our own Project Runway crew! Tim reaches his breaking point with one designer in the most explosive episode yet! UnREAL's Shiri Appleby and Constance serve as guest judges.,N/A,N/A,N/A,N/A,39,tt5080146,N/A
The Runway's in 3D!,2015,TV-PG,63 min,Reality-TV,Rich Kim,N/A,"Heidi Klum, Tim Gunn, Zac Posen","The future is now as the designers use 3D printing technology to create avant garde fashion! It's the most fashion forward challenge yet. Pop icon, Mel B, guest judges.",N/A,N/A,N/A,N/A,35,tt5080148,N/A
Roll Out the Red Carpet,2015,TV-PG,63 min,Reality-TV,Rich Kim,N/A,"Heidi Klum, Tim Gunn, Zac Posen","In their final challenge before Fashion Week, the designers travel to the glamour capital of the world, Los Angeles, to create red carpet looks. One designer takes a huge risk with everything at stake.",N/A,N/A,N/A,N/A,35,tt5080154,N/A
Valokeilassa Atte Blom,2015,N/A,58 min,"Documentary, Biography",Tapio Turpeinen,Tapio Turpeinen,"Atte Blom, The Beatles, The Animals",N/A,Finnish,Finland,N/A,N/A,17,tt5080184,N/A
Las Sinsombrero,2015,N/A,60 min,Documentary,"Tània Balló, Manuel Jiménez Núñez, Serrana Torres","Tània Balló, Manuel Jiménez Núñez, Serrana Torres","Maruja Mallo, Concha Mendez","Las Sinsombrero seeks to recover the memory of the Spanish women writers, artists and philosophers of the golden generation of 1927. Due to the overt chauvinism of this period these women have all but been eradicated from the cultural history of their country. This documentary seeks to pull them from out of the shadows and demonstrate the exceptional creative abilities and talents they possessed. Most of the women created there most important works in exile in Latin America and the US.",Spanish,Spain,N/A,8.0,38,tt5080206,N/A
Bi xian jing hun,2012,N/A,92 min,"Horror, Thriller",David Kuan,"Xiaoxiao Liang, Wei Zhou, Bo Zhu","Dujuan He, Biyun Chai, Zak Di","Arts and drama students, rented a house with a courtyard in the suburds. It's an old building with an ancient feel in it. It's an eerie place. The locals avoided this place. During a quiet night, the electricity stopped. The four young men and women decided to play a game of Bunshidaba or Bi Xian.",Mandarin,China,N/A,3.8,20,tt5080208,N/A
The Sticky Mess of Being,2015,TV-PG,60 min,Drama,Eddy Marshall,Kate Verghese,"Chizzy Akudolu, Guy Henry, James Anderson","Mo's surrogate son, William, and Sorcia arrive at Holby after an accident, testing Mo's emotional and professional abilities. Jesse shadows Sacha in a surgical role for the day.",English,N/A,N/A,N/A,8,tt5080210,N/A
Newton the Centaur,1964,N/A,6 min,"Animation, Action, Adventure",Joseph Oriolo,"George Kashdan, Jack E. Miller","Gerry Bascombe, Jimmy Tapp",N/A,English,United States,N/A,N/A,7,tt5080218,N/A
The Great Irish Bake Off,2013–,N/A,60 min,Reality-TV,N/A,N/A,"Anna Nolan, Lilly Higgins, Paul Kelly",The Great Irish Bake Off is the ultimate baking battle where passionate amateur bakers compete to be crowned Ireland's Best Amateur Baker.,English,Ireland,N/A,8.1,11,tt5080246,N/A
What the Jatt!!,2015,Not Rated,140 min,Comedy,Saket S. Behl,"Ajay Bawa, Yash Kapoor, Sanjeev Vig","Harish Verma, Isha Rikhi, Vipul Roy","What the Jatt, is a nerve tickling adventurous comedy film about a young aspiring actor Raj and his best friend Fateh, who hail from a village in Punjab. During their efforts to achieve their dreams they find themselves in hilarious situations that lead to a chain of unexpected events.",Punjabi,India,N/A,5.2,42,tt5080254,N/A
Familjen Rysberg,2015–,N/A,28 min,"Comedy, Horror",N/A,N/A,"Marko Lehtosalo, Happy Jankell, Petra Mede","There is anemia in Transylvania. Therefore the noble vampire family Rysberg are forced to move from their gothic horror castle to a rented apartment in the suburbs, among the living, where mother Bettan got a job at a blood center. But the proud dad Drak-Olle has a hard time to adapt and is unhappy amongst the living.",Swedish,Sweden,1 win,7.2,61,tt5080272,N/A
Umpire,2015,N/A,15 min,"Short, Drama, Sport",Leonardo Van Dijl,Leonardo Van Dijl,"Miki Beddeleem, Ivana Jozic, Lilith Kempynck","Axelle, a young, promising tennis player is left in increasing desperation when she learns that Jeremy, her attentive coach, remains detained for further questioning.","Dutch, French",Belgium,N/A,6.0,30,tt5080290,N/A
